2004,Honda,Accord,108935,1,0
2004,Honda,Accord,155462,0,0
2004,Honda,Accord,157735,0,0
2007,Honda,Accord,156564,0,1
2004,Honda,Accord,96737,0,0
2005,Honda,Accord,124951,0,0
2006,Honda,Accord,101457,0,0
2005,Honda,Accord,165832,0,0
2004,Honda,Accord,45758,0,0
2004,Honda,Accord,159828,0,0
2008,Honda,Accord,44696,0,0
2006,Honda,Accord,128079,1,0
2004,Honda,Accord,86724,0,0
2007,Honda,Accord,39091,0,0
2008,Honda,Accord,46635,0,0
2008,Honda,Accord,77552,0,0
2004,Honda,Accord,87632,0,1
2006,Honda,Accord,97611,0,0
2005,Honda,Accord,181599,0,0
2005,Honda,Accord,93578,1,0
2009,Honda,Accord,67134,0,0
2006,Honda,Accord,131995,0,0
2006,Honda,Accord,34484,0,0
2006,Honda,Accord,196248,0,0
2008,Honda,Accord,38598,0,0
2008,Honda,Accord,53193,0,0
2004,Honda,Accord,106141,0,0
2004,Honda,Accord,104206,0,0
2012,Honda,Accord,47710,0,0
2006,Honda,Accord,113927,0,0
2012,Honda,Accord,20889,0,0
2004,Honda,Accord,135648,0,0
2010,Honda,Accord,39421,0,0
2004,Honda,Accord,93814,0,0
2007,Honda,Accord,90218,0,0
2005,Honda,Accord,138271,0,0
2004,Honda,Accord,157735,1,0
2009,Honda,Accord,81829,0,0
2004,Honda,Accord,92697,0,0
2004,Honda,Accord,105819,0,0
2004,Honda,Accord,130781,0,0
2004,Honda,Accord,144328,0,0
2004,Honda,Accord,112061,1,1
2004,Honda,Accord,150251,0,0
2004,Honda,Accord,186904,0,0
2005,Honda,Accord,89244,0,0
2007,Honda,Accord,97545,0,0
2007,Honda,Accord,75477,0,0
2005,Honda,Accord,241119,0,0
2008,Honda,Accord,102041,0,0
2006,Honda,Accord,95437,0,0
2004,Honda,Accord,164834,0,0
2006,Honda,Accord,145537,0,0
2008,Honda,Accord,77858,0,0
2005,Honda,Accord,111659,0,0
2006,Honda,Accord,109302,0,0
2005,Honda,Accord,109318,0,0
2004,Honda,Accord,130734,1,0
2006,Honda,Accord,172828,0,0
2004,Honda,Accord,115096,1,0
2004,Honda,Accord,218678,0,0
2006,Honda,Accord,145705,0,0
2005,Honda,Accord,85773,0,0
2006,Honda,Accord,105635,0,0
2006,Honda,Accord,64520,0,0
2004,Honda,Accord,172038,0,0
2004,Honda,Accord,197333,0,0
2005,Honda,Accord,162590,0,0
2006,Honda,Accord,89223,0,0
2005,Honda,Accord,131937,0,0
2004,Honda,Accord,303924,0,0
2007,Honda,Accord,115361,0,0
2006,Honda,Accord,93834,0,0
2004,Honda,Accord,138542,1,0
2007,Honda,Accord,94614,0,0
2007,Honda,Accord,85425,0,0
2004,Honda,Accord,229034,0,0
2012,Honda,Accord,46294,0,0
2009,Honda,Accord,76512,0,0
2009,Honda,Accord,41455,0,0
2006,Honda,Accord,101053,0,0
2005,Honda,Accord,188533,0,0
2007,Honda,Accord,93438,0,0
2007,Honda,Accord,105363,1,0
2005,Honda,Accord,213835,0,0
2004,Honda,Accord,144019,1,0
2005,Honda,Accord,130920,0,0
2008,Honda,Accord,164516,0,0
2010,Honda,Accord,53741,0,0
2012,Honda,Accord,22578,0,0
2004,Honda,Accord,70535,0,0
2006,Honda,Accord,240798,0,0
2011,Honda,Accord,22510,0,0
2005,Honda,Accord,147072,0,0
2011,Honda,Accord,39417,0,0
2004,Honda,Accord,112019,1,0
2004,Honda,Accord,138256,0,1
2009,Honda,Accord,155150,0,0
2006,Honda,Accord,93278,0,0
2006,Honda,Accord,128158,0,0
2006,Honda,Accord,65076,0,0
2005,Honda,Accord,183855,0,0
2005,Honda,Accord,127890,0,0
2005,Honda,Accord,147614,0,0
2005,Honda,Accord,126393,0,0
2005,Honda,Accord,140673,0,0
2011,Honda,Accord,21177,0,0
2007,Honda,Accord,177421,0,0
2008,Honda,Accord,198015,0,0
2011,Honda,Accord,31980,0,0
2005,Honda,Accord,155968,0,0
2007,Honda,Accord,67097,0,0
2006,Honda,Accord,101479,0,0
2004,Honda,Accord,147015,0,0
2004,Honda,Accord,71609,0,0
2004,Honda,Accord,101705,0,0
2005,Honda,Accord,129650,0,0
2005,Honda,Accord,97746,0,0
2005,Honda,Accord,143846,0,0
2004,Honda,Accord,103491,0,0
2007,Honda,Accord,86913,0,0
2008,Honda,Accord,27635,0,0
2006,Honda,Accord,114109,0,0
2008,Honda,Accord,57050,0,0
2005,Honda,Accord,1,0,0
2007,Honda,Accord,101029,0,0
2005,Honda,Accord,54195,0,0
2007,Honda,Accord,43599,0,0
2004,Honda,Accord,185263,1,0
2005,Honda,Accord,118301,0,0
2010,Honda,Accord,22532,0,0
2011,Honda,Accord,45092,0,0
2008,Honda,Accord,92737,0,0
2005,Honda,Accord,172188,0,0
2005,Honda,Accord,92816,0,0
2010,Honda,Accord,18426,0,0
2004,Honda,Accord,139565,0,0
2007,Honda,Accord,52213,0,0
2005,Honda,Accord,66329,0,0
2010,Honda,Accord,59940,0,0
2005,Honda,Accord,140409,0,0
2010,Honda,Accord,44941,0,0
2010,Honda,Accord,49417,0,0
2004,Honda,Accord,165193,0,0
2007,Honda,Accord,113348,0,0
2004,Honda,Accord,188448,1,0
2005,Honda,Accord,185237,0,0
2004,Honda,Accord,121783,0,0
2004,Honda,Accord,150251,0,0
2007,Honda,Accord,124105,0,0
2005,Honda,Accord,135800,0,0
2007,Honda,Accord,88923,0,0
2010,Honda,Accord,36882,0,0
2004,Honda,Accord,103396,0,0
2004,Honda,Accord,162657,1,0
2007,Honda,Accord,49784,0,0
2006,Honda,Accord,131000,0,0
2004,Honda,Accord,186904,1,0
2004,Honda,Accord,154404,0,0
2009,Honda,Accord,127030,0,0
2004,Honda,Accord,159828,0,0
2008,Honda,Accord,44715,0,0
2005,Honda,Accord,116794,0,0
2005,Honda,Accord,106100,0,0
2005,Honda,Accord,118000,0,0
2005,Honda,Accord,87831,0,0
2006,Honda,Accord,231573,0,0
2004,Honda,Accord,148964,0,0
2010,Honda,Accord,61210,0,0
2009,Honda,Accord,67134,0,0
2006,Honda,Accord,97663,0,0
2009,Honda,Accord,72801,0,1
2010,Honda,Accord,157366,0,0
2011,Honda,Accord,24265,0,0
2005,Honda,Accord,101133,0,0
2005,Honda,Accord,183908,0,0
2009,Honda,Accord,74688,0,0
2006,Honda,Accord,159022,0,0
2009,Honda,Accord,50934,0,0
2004,Honda,Accord,104246,0,0
2005,Honda,Accord,145112,0,0
2007,Honda,Accord,99074,0,0
2004,Honda,Accord,235982,0,0
2008,Honda,Accord,74407,0,0
2004,Honda,Accord,143419,0,0
2004,Honda,Accord,107893,0,0
2004,Honda,Accord,72355,0,0
2009,Honda,Accord,75643,0,0
2005,Honda,Accord,94063,0,0
2006,Honda,Accord,101457,1,0
2008,Honda,Accord,56397,0,0
2004,Honda,Accord,102397,0,0
2006,Honda,Accord,108311,0,0
2005,Honda,Accord,139961,0,0
2005,Honda,Accord,120241,0,1
2008,Honda,Accord,42325,0,0
2005,Honda,Accord,104660,0,0
2005,Honda,Accord,181918,0,0
2005,Honda,Accord,71242,0,0
2006,Honda,Accord,124434,0,0
2004,Honda,Accord,75398,0,0
2005,Honda,Accord,68773,0,0
2005,Honda,Accord,120833,0,0
2005,Honda,Accord,84430,0,0
2005,Honda,Accord,111405,0,0
2008,Honda,Accord,112928,0,0
2006,Honda,Accord,55826,0,0
2005,Honda,Accord,130083,0,0
2004,Honda,Accord,96743,1,0
2008,Honda,Accord,104586,0,0
2005,Honda,Accord,145377,0,0
2010,Honda,Accord,13268,0,0
2007,Honda,Accord,134225,0,0
2008,Honda,Accord,97212,0,0
2004,Honda,Accord,194754,0,0
2004,Honda,Accord,158802,0,0
2007,Honda,Accord,132059,0,0
2005,Honda,Accord,104379,0,0
2004,Honda,Accord,127574,0,0
2005,Honda,Accord,174945,0,0
2005,Honda,Accord,137575,1,0
2004,Honda,Accord,231492,0,0
2004,Honda,Accord,168564,0,0
2004,Honda,Accord,72859,0,0
2008,Honda,Accord,52595,0,0
2005,Honda,Accord,69310,0,0
2005,Honda,Accord,36383,0,0
2004,Honda,Accord,152710,0,0
2006,Honda,Accord,131638,0,0
2009,Honda,Accord,41366,0,0
2004,Honda,Accord,107639,0,0
2007,Honda,Accord,138453,0,0
2006,Honda,Accord,93405,0,0
2008,Honda,Accord,68583,0,0
2004,Honda,Accord,138433,0,0
2007,Honda,Accord,66284,0,0
2007,Honda,Accord,86790,0,0
2005,Honda,Accord,136691,0,0
2009,Honda,Accord,76774,0,0
2006,Honda,Accord,121578,0,0
2005,Honda,Accord,92024,0,0
2010,Honda,Accord,16859,0,0
2004,Honda,Accord,175673,0,0
2004,Honda,Accord,65991,0,0
2004,Honda,Accord,168447,0,0
2010,Honda,Accord,36536,0,0
2004,Honda,Accord,106184,0,0
2007,Honda,Accord,193492,0,0
2004,Honda,Accord,118813,0,0
2005,Honda,Accord,75936,0,0
2008,Honda,Accord,109544,0,1
2010,Honda,Accord,34335,0,0
2005,Honda,Accord,148010,0,0
2005,Honda,Accord,105626,0,0
2009,Honda,Accord,84963,0,0
2008,Honda,Accord,70235,0,0
2004,Honda,Accord,172999,0,0
2008,Honda,Accord,137109,0,0
2004,Honda,Accord,75398,0,1
2007,Honda,Accord,67692,0,0
2004,Honda,Accord,30049,0,0
2010,Honda,Accord,27037,0,0
2004,Honda,Accord,237508,0,0
2008,Honda,Accord,155447,0,0
2007,Honda,Accord,99413,0,0
2007,Honda,Accord,78105,0,0
2005,Honda,Accord,158338,0,0
2006,Honda,Accord,111796,0,0
2004,Honda,Accord,143867,0,0
2007,Honda,Accord,97958,0,0
2009,Honda,Accord,41953,0,0
2008,Honda,Accord,70236,0,0
2007,Honda,Accord,141104,0,0
2008,Honda,Accord,84960,0,0
2008,Honda,Accord,43922,0,0
2011,Honda,Accord,19297,0,0
2009,Honda,Accord,101062,0,0
2007,Honda,Accord,191000,0,0
2005,Honda,Accord,127452,0,0
2007,Honda,Accord,76242,0,0
2008,Honda,Accord,31174,0,0
2008,Honda,Accord,132204,0,0
2005,Honda,Accord,138267,0,0
2005,Honda,Accord,133851,0,0
2004,Honda,Accord,141249,0,0
2004,Honda,Accord,218216,0,0
2008,Honda,Accord,81299,0,0
2004,Honda,Accord,215035,0,0
2004,Honda,Accord,193327,0,0
2009,Honda,Accord,42553,0,0
2005,Honda,Accord,139289,0,0
2004,Honda,Accord,140626,0,0
2005,Honda,Accord,135485,0,0
2006,Honda,Accord,118980,0,0
2005,Honda,Accord,115367,0,0
2005,Honda,Accord,116939,0,0
2010,Honda,Accord,30152,0,0
2005,Honda,Accord,108755,0,0
2007,Honda,Accord,114539,0,0
2010,Honda,Accord,34757,0,0
2012,Honda,Accord,18978,0,0
2005,Honda,Accord,93371,0,0
2005,Honda,Accord,175931,0,0
2004,Honda,Accord,65832,0,0
2008,Honda,Accord,81103,1,0
2007,Honda,Accord,83093,0,0
2009,Honda,Accord,54029,0,0
2004,Honda,Accord,123782,0,0
2005,Honda,Accord,141235,0,0
2007,Honda,Accord,134225,0,0
2009,Honda,Accord,58195,0,0
2007,Honda,Accord,146626,0,0
2006,Honda,Accord,146004,0,0
2007,Honda,Accord,109163,0,0
2008,Honda,Accord,90825,0,0
2006,Honda,Accord,133619,0,0
2004,Honda,Accord,163161,0,0
2010,Honda,Accord,22787,0,0
2009,Honda,Accord,40025,0,0
2004,Honda,Accord,149760,0,0
2004,Honda,Accord,218654,0,0
2005,Honda,Accord,139538,0,0
2005,Honda,Accord,150972,0,0
2008,Honda,Accord,84942,0,0
2006,Honda,Accord,128983,0,0
2006,Honda,Accord,146814,0,0
2004,Honda,Accord,90227,0,0
2004,Honda,Accord,216279,0,0
2004,Honda,Accord,104836,0,0
2005,Honda,Accord,161462,0,0
2006,Honda,Accord,114746,0,0
2004,Honda,Accord,77056,0,0
2004,Honda,Accord,144063,0,0
2005,Honda,Accord,146660,0,0
2004,Honda,Accord,111034,0,0
2011,Honda,Accord,48559,0,0
2005,Honda,Accord,94500,0,0
2011,Honda,Accord,90224,0,0
2004,Honda,Accord,69060,0,0
2005,Honda,Accord,169919,0,0
2004,Honda,Accord,152473,0,0
2004,Honda,Accord,108867,0,0
2006,Honda,Accord,114503,0,1
2007,Honda,Accord,87912,0,0
2007,Honda,Accord,132250,0,0
2005,Honda,Accord,99121,0,0
2010,Honda,Accord,27842,0,0
2005,Honda,Accord,101652,0,0
2008,Honda,Accord,43663,0,0
2004,Honda,Accord,63413,0,0
2007,Honda,Accord,94186,0,0
2006,Honda,Accord,117030,0,0
2008,Honda,Accord,91808,0,0
2008,Honda,Accord,36619,0,0
2004,Honda,Accord,88389,0,0
2010,Honda,Accord,92791,0,0
2004,Honda,Accord,198282,0,0
2004,Honda,Accord,130975,0,0
2007,Honda,Accord,128156,0,0
2004,Honda,Accord,112502,0,0
2009,Honda,Accord,59258,0,0
2011,Honda,Accord,27485,0,0
2004,Honda,Accord,131186,0,0
2009,Honda,Accord,40099,0,0
2005,Honda,Accord,134764,0,0
2007,Honda,Accord,59442,0,0
2004,Honda,Accord,160098,0,1
2010,Honda,Accord,47673,0,0
2004,Honda,Accord,140235,0,0
2011,Honda,Accord,29073,0,0
2008,Honda,Accord,90825,0,0
2006,Honda,Accord,141463,0,0
2008,Honda,Accord,72422,0,0
2005,Honda,Accord,159217,0,0
2007,Honda,Accord,145995,0,0
2008,Honda,Accord,50364,0,0
2008,Honda,Accord,213432,0,0
2007,Honda,Accord,83093,0,0
2004,Honda,Accord,88535,0,0
2005,Honda,Accord,155910,0,0
2005,Honda,Accord,87461,0,0
2005,Honda,Accord,147897,0,0
2007,Honda,Accord,167914,0,0
2007,Honda,Accord,80731,0,0
2004,Honda,Accord,165995,0,0
2010,Honda,Accord,48598,0,0
2005,Honda,Accord,79486,0,0
2004,Honda,Accord,187102,0,0
2007,Honda,Accord,72284,0,0
2005,Honda,Accord,152380,0,0
2005,Honda,Accord,181414,0,0
2009,Honda,Accord,54591,0,0
2005,Honda,Accord,161329,0,0
2007,Honda,Accord,101827,0,0
2008,Honda,Accord,48350,0,0
2009,Honda,Accord,40829,0,0
2006,Honda,Accord,86939,0,0
2008,Honda,Accord,166254,0,0
2008,Honda,Accord,108712,0,0
2009,Honda,Accord,56288,0,0
2004,Honda,Accord,189661,0,0
2004,Honda,Accord,136947,0,0
2004,Honda,Accord,139231,0,0
2004,Honda,Accord,102062,0,0
2010,Honda,Accord,46230,0,0
2004,Honda,Accord,117675,0,0
2007,Honda,Accord,124891,0,0
2005,Honda,Accord,70684,0,0
2004,Honda,Accord,132590,0,0
2005,Honda,Accord,190618,0,0
2008,Honda,Accord,45327,0,0
2005,Honda,Accord,124263,0,0
2008,Honda,Accord,74814,0,0
2004,Honda,Accord,92873,0,0
2004,Honda,Accord,121683,1,0
2005,Honda,Accord,233740,1,0
2004,Honda,Accord,133775,0,0
2006,Honda,Accord,123843,0,0
2009,Honda,Accord,29711,0,0
2005,Honda,Accord,104318,0,0
2004,Honda,Accord,71410,1,0
2006,Honda,Accord,203507,0,0
2007,Honda,Accord,110370,0,0
2010,Honda,Accord,14056,0,0
2006,Honda,Accord,126833,0,0
2009,Honda,Accord,44446,0,0
2006,Honda,Accord,81052,0,0
2012,Honda,Accord,8932,0,0
2006,Honda,Accord,71986,0,0
2004,Honda,Accord,127886,0,0
2007,Honda,Accord,118128,0,0
2004,Honda,Accord,101945,0,0
2007,Honda,Accord,75092,0,0
2006,Honda,Accord,96575,0,0
2004,Honda,Accord,126850,0,0
2005,Honda,Accord,229669,0,0
2010,Honda,Accord,64067,0,0
2011,Honda,Accord,30984,0,0
2007,Honda,Accord,128118,0,0
2007,Honda,Accord,124823,0,0
2005,Honda,Accord,259656,0,0
2005,Honda,Accord,185854,0,0
2004,Honda,Accord,130370,1,0
2005,Honda,Accord,124491,1,0
2007,Honda,Accord,149396,0,0
2005,Honda,Accord,152165,0,0
2005,Honda,Accord,165801,0,0
2006,Honda,Accord,174567,0,0
2008,Honda,Accord,56825,0,0
2007,Honda,Accord,134357,0,0
2004,Honda,Accord,115807,0,0
2008,Honda,Accord,127576,0,0
2007,Honda,Accord,83551,0,0
2004,Honda,Accord,173101,0,0
2004,Honda,Accord,142562,0,0
2004,Honda,Accord,215286,0,0
2007,Honda,Accord,102140,0,0
2004,Honda,Accord,132339,0,0
2004,Honda,Accord,101413,0,0
2008,Honda,Accord,58224,0,0
2006,Honda,Accord,131665,0,0
2006,Honda,Accord,129131,0,0
2004,Honda,Accord,117418,0,0
2010,Honda,Accord,35650,0,0
2004,Honda,Accord,114172,0,0
2004,Honda,Accord,184419,0,0
2004,Honda,Accord,216979,0,0
2007,Honda,Accord,68166,0,0
2006,Honda,Accord,152877,0,0
2004,Honda,Accord,140616,1,0
2004,Honda,Accord,119812,0,0
2006,Honda,Accord,79179,0,0
2004,Honda,Accord,100145,0,0
2004,Honda,Accord,85824,0,0
2004,Honda,Accord,126991,0,0
2011,Honda,Accord,30984,0,0
2008,Honda,Accord,118508,0,0
2004,Honda,Accord,116192,0,0
2006,Honda,Accord,128066,0,0
2007,Honda,Accord,54720,0,0
2006,Honda,Accord,124247,0,1
2004,Honda,Accord,163920,0,0
2005,Honda,Accord,129339,0,0
2009,Honda,Accord,102437,0,0
2004,Honda,Accord,177694,0,0
2006,Honda,Accord,129954,0,0
2009,Honda,Accord,86839,0,0
2006,Honda,Accord,130369,0,0
2004,Honda,Accord,187224,0,0
2005,Honda,Accord,115963,0,0
2005,Honda,Accord,116452,0,0
2009,Honda,Accord,87048,0,0
2005,Honda,Accord,92785,0,0
2004,Honda,Accord,133820,0,0
2004,Honda,Accord,193299,1,0
2005,Honda,Accord,121129,0,0
2008,Honda,Accord,182528,0,0
2005,Honda,Accord,142699,0,0
2006,Honda,Accord,236348,0,1
2005,Honda,Accord,109266,0,0
2004,Honda,Accord,171766,0,0
2006,Honda,Accord,154305,0,0
2007,Honda,Accord,86069,0,0
2004,Honda,Accord,188892,0,0
2004,Honda,Accord,130534,0,0
2006,Honda,Accord,94787,0,0
2004,Honda,Accord,185336,0,0
2005,Honda,Accord,94044,0,0
2010,Honda,Accord,87034,0,0
2006,Honda,Accord,134667,0,0
2008,Honda,Accord,87208,0,1
2006,Honda,Accord,145020,0,0
2005,Honda,Accord,140060,0,0
2008,Honda,Accord,87158,0,0
2010,Honda,Accord,25219,0,0
2004,Honda,Accord,138321,0,0
2007,Honda,Accord,90715,0,0
2004,Honda,Accord,129575,1,0
2005,Honda,Accord,124109,0,0
2013,Honda,Accord,4550,0,0
2010,Honda,Accord,26609,0,0
2004,Honda,Accord,190993,0,0
2007,Honda,Accord,188858,0,0
2006,Honda,Accord,139758,0,0
2007,Honda,Accord,153940,0,0
2005,Honda,Accord,116327,0,0
2008,Honda,Accord,42913,0,0
2008,Honda,Accord,93322,0,0
2004,Honda,Accord,140706,0,0
2004,Honda,Accord,101834,0,0
2005,Honda,Accord,216770,0,0
2009,Honda,Accord,55036,0,0
2005,Honda,Accord,207578,0,0
2005,Honda,Accord,141202,0,0
2007,Honda,Accord,124057,0,0
2011,Honda,Accord,32935,0,0
2005,Honda,Accord,130256,0,0
2006,Honda,Accord,124264,0,0
2007,Honda,Accord,106643,0,0
2005,Honda,Accord,130129,0,0
2004,Honda,Accord,128341,0,0
